,Unnamed: 0,school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,Grade,Passed
537,537,MS,M,Minor,U,LE3,A,Middle,Primary,services,services,course,mother,<15min,<2h,No,False,False,False,True,True,True,True,False,Excellent,Normal,Normal,No,Moderately,Good,11,12.0,Failed
495,495,MS,F,Minor,U,GT3,T,Secondary,Secondary,other,other,reputation,mother,<15min,<2h,No,False,False,False,True,True,False,True,True,Excellent,High,High,No,No,Good,0,13.0,Failed
194,194,GP,M,Minor,U,GT3,T,Higher,Secondary,teacher,other,home,mother,<15min,2-5h,No,False,True,True,True,True,True,True,False,Normal,High,Normal,Moderately,Moderately,Normal,4,10.0,Failed
427,427,MS,F,Minor,R,GT3,T,Middle,Secondary,at_home,services,course,mother,15-30min,2-5h,No,False,False,False,False,True,True,False,False,Excellent,High,Low,No,Moderately,Good,0,16.0,Failed
313,313,GP,F,Major,U,LE3,T,Primary,Primary,other,other,home,mother,15-30min,2-5h,No,False,True,False,False,False,True,False,False,Excellent,High,Normal,No,No,Normal,2,13.0,Failed
552,552,MS,M,Major,U,GT3,T,Primary,Primary,other,other,other,mother,<15min,2-5h,1-2,False,True,False,True,True,False,True,False,Excellent,High,Normal,Moderately,A lot,Good,2,9.0,Passed
455,455,MS,F,Minor,U,GT3,T,Middle,Primary,at_home,other,home,mother,<15min,2-5h,No,True,True,False,False,False,True,True,False,Excellent,High,Low,Moderately,Moderately,Bad,0,9.0,Passed
641,641,MS,F,Major,R,GT3,T,Middle,Middle,at_home,other,other,mother,15-30min,5-10h,No,False,False,False,False,True,True,False,False,Excellent,Normal,Normal,No,Moderately,Good,0,15.0,Failed
562,562,MS,F,Minor,R,LE3,T,Middle,Middle,other,services,course,father,<15min,2-5h,No,False,False,False,True,True,True,False,True,Excellent,High,Normal,No,No,Bad,0,12.0,Failed
484,484,MS,F,Minor,U,LE3,A,Middle,Middle,other,other,home,mother,<15min,<2h,No,False,True,False,False,True,False,False,False,Excellent,Normal,High,No,Moderately,Bad,6,7.0,Passed
517,517,MS,F,Minor,R,LE3,T,Primary,Middle,other,other,reputation,mother,15-30min,<2h,No,False,False,False,True,True,True,True,False,Excellent,High,High,No,A lot,Bad,0,14.0,Failed
466,466,MS,M,Minor,U,GT3,T,Secondary,Primary,other,services,home,mother,15-30min,<2h,No,False,True,False,False,True,True,False,False,Normal,Low,Normal,No,Moderately,Good,0,10.0,Failed
409,409,GP,M,Major,U,LE3,A,Secondary,Higher,other,other,reputation,other,<15min,2-5h,No,False,False,False,True,True,True,True,True,Excellent,Normal,High,No,A lot,Bad,9,14.0,Failed
404,404,GP,F,Minor,U,GT3,T,Middle,Primary,services,other,reputation,mother,<15min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,Normal,High,Moderately,A lot,Good,4,14.0,Failed
509,509,MS,F,Minor,R,LE3,T,Primary,Primary,at_home,other,course,father,30min-1h,2-5h,No,False,True,False,False,True,True,False,False,Excellent,Normal,Low,No,No,Bad,0,17.0,Failed
601,601,MS,F,Major,U,GT3,T,Middle,Middle,other,other,course,mother,15-30min,2-5h,No,False,True,False,False,False,True,True,True,Bad,Normal,Low,No,No,Bad,4,8.0,Passed
269,269,GP,M,Minor,U,LE3,T,Higher,Secondary,teacher,other,course,mother,<15min,<2h,No,False,False,False,True,False,True,True,False,Excellent,High,High,No,No,Normal,7,14.0,Failed
502,502,MS,M,Minor,R,LE3,T,Middle,Middle,services,services,other,mother,30min-1h,>10h,1-2,False,True,False,False,True,True,False,False,Bad,Normal,High,Moderately,A lot,Normal,2,9.0,Passed
201,201,GP,M,Minor,U,LE3,T,Middle,Primary,other,other,course,mother,<15min,2-5h,No,False,False,False,True,True,True,True,True,Excellent,Low,Normal,No,Moderately,Good,0,14.0,Failed
280,280,GP,M,Major,R,LE3,T,Secondary,Secondary,other,services,course,mother,<15min,2-5h,No,False,True,False,False,True,True,True,True,Excellent,Normal,Normal,No,Moderately,Good,8,9.0,Passed
527,527,MS,M,Minor,U,LE3,T,Middle,Middle,services,services,other,mother,>1h,5-10h,No,False,False,False,False,True,True,False,False,Excellent,Low,Normal,Moderately,Moderately,Normal,0,9.0,Passed
433,433,MS,F,Minor,R,GT3,T,Higher,Higher,teacher,other,course,mother,15-30min,<2h,No,False,False,False,False,True,True,True,True,Bad,High,Low,Moderately,A lot,Good,0,13.0,Failed
375,375,GP,F,Minor,U,LE3,T,None,Middle,at_home,at_home,home,father,15-30min,5-10h,No,False,False,False,False,True,True,True,False,Normal,Normal,Normal,Moderately,Moderately,Bad,0,14.0,Failed
348,348,GP,F,Minor,U,GT3,T,Higher,Middle,other,other,reputation,mother,15-30min,5-10h,No,False,True,False,False,True,True,True,False,Excellent,Normal,Normal,No,No,Normal,0,16.0,Failed
379,379,GP,M,Minor,R,GT3,T,Middle,Middle,services,other,course,mother,>1h,<2h,No,False,True,False,False,True,True,True,False,Excellent,High,High,A lot,A lot,Good,2,10.0,Failed
230,230,GP,F,Minor,U,GT3,T,Higher,Secondary,other,other,reputation,mother,<15min,2-5h,No,False,False,False,False,True,True,True,True,Normal,High,High,Moderately,A lot,Bad,16,10.0,Failed
32,32,GP,M,Minor,R,GT3,T,Higher,Secondary,teacher,at_home,course,mother,<15min,2-5h,No,False,True,False,True,True,True,True,True,Excellent,High,Low,No,No,Good,0,14.0,Failed
1,1,GP,F,Minor,U,GT3,T,Primary,Primary,at_home,other,course,father,<15min,2-5h,No,False,True,False,False,False,True,True,False,Excellent,Normal,Normal,No,No,Normal,2,10.0,Failed
354,354,GP,F,Major,U,GT3,T,Middle,Primary,services,other,course,mother,15-30min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,Normal,Normal,No,Moderately,Bad,2,13.0,Failed
293,293,GP,F,Major,U,LE3,T,Primary,Primary,other,at_home,home,mother,<15min,5-10h,No,False,True,False,False,False,True,False,False,Excellent,High,Normal,Moderately,Moderately,Normal,4,12.0,Failed
604,604,MS,F,Major,U,GT3,T,Primary,Primary,at_home,services,course,mother,30min-1h,2-5h,1-2,False,False,False,False,True,False,False,False,Excellent,High,Low,No,Moderately,Bad,2,9.0,Passed
620,620,MS,F,Minor,U,LE3,T,Higher,Higher,at_home,at_home,course,mother,<15min,2-5h,No,False,True,False,True,True,True,True,True,Bad,Normal,High,No,No,Bad,4,14.0,Failed
158,158,GP,F,Minor,U,GT3,T,Secondary,Middle,health,services,home,father,<15min,2-5h,1-2,False,True,False,False,True,True,True,False,Normal,Normal,Low,No,No,Normal,2,11.0,Failed
258,258,GP,F,Minor,U,GT3,T,Secondary,Middle,other,other,course,father,<15min,2-5h,No,False,False,False,True,True,True,False,False,Excellent,High,Low,No,No,Normal,4,14.0,Failed
573,573,MS,F,Minor,U,GT3,T,Primary,Primary,other,at_home,course,mother,<15min,<2h,No,False,True,False,True,True,True,False,False,Excellent,Normal,Low,No,Moderately,Good,9,8.0,Passed
248,248,GP,M,Minor,U,LE3,T,Primary,Primary,other,other,home,mother,15-30min,2-5h,No,False,True,False,False,True,True,True,False,Normal,High,Low,No,No,Good,2,9.0,Passed
626,626,MS,F,Major,R,GT3,T,Higher,Higher,other,teacher,other,father,30min-1h,2-5h,No,False,True,False,False,False,True,True,True,Normal,Low,Low,A lot,Moderately,Good,0,4.0,Passed
19,19,GP,M,Minor,U,LE3,T,Higher,Secondary,health,other,home,father,<15min,<2h,No,False,False,False,True,True,True,True,False,Normal,Low,Normal,No,Moderately,Good,6,12.0,Failed
165,165,GP,F,Minor,R,GT3,T,Secondary,Secondary,services,services,reputation,other,15-30min,5-10h,No,False,True,True,True,True,True,True,True,Excellent,Low,Low,Moderately,Moderately,Normal,2,13.0,Failed
338,338,GP,F,Minor,R,LE3,T,Secondary,Primary,services,other,reputation,mother,15-30min,>10h,No,False,True,False,False,True,True,False,False,Normal,Low,Low,No,No,Normal,0,18.0,Failed
608,608,MS,F,Major,U,LE3,A,Primary,Primary,at_home,services,course,mother,<15min,2-5h,No,False,False,False,False,True,True,False,True,Excellent,Low,Normal,No,Moderately,Normal,2,9.0,Passed
469,469,MS,M,Minor,U,GT3,T,Higher,Higher,other,teacher,course,father,<15min,2-5h,No,False,True,False,True,True,True,False,True,Excellent,Normal,Low,No,No,Normal,0,12.0,Failed
245,245,GP,M,Minor,R,GT3,T,Middle,Middle,other,other,course,father,15-30min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,High,Low,No,No,Bad,0,12.0,Failed
228,228,GP,F,Minor,R,LE3,T,Higher,Higher,services,other,other,mother,<15min,<2h,No,False,True,False,False,True,True,False,False,Excellent,Low,Low,No,Moderately,Normal,6,11.0,Failed
450,450,MS,F,Minor,R,GT3,T,Middle,Secondary,other,services,course,mother,30min-1h,2-5h,No,False,True,False,False,True,True,True,False,Excellent,High,High,No,Moderately,Bad,2,15.0,Failed
373,373,GP,F,Minor,R,LE3,T,Middle,Middle,services,services,course,mother,<15min,5-10h,No,False,True,False,True,True,True,True,False,Normal,Normal,Low,Moderately,Moderately,Normal,0,10.0,Failed
42,42,GP,M,Minor,U,GT3,T,Higher,Higher,services,teacher,course,father,<15min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,Normal,Normal,No,No,Good,0,14.0,Failed
259,259,GP,F,Minor,U,LE3,T,Primary,Primary,at_home,at_home,course,mother,<15min,5-10h,No,False,True,False,True,True,True,True,True,Excellent,Normal,Low,No,Moderately,Good,10,10.0,Failed
374,374,GP,F,Minor,U,GT3,T,Secondary,Primary,services,services,course,father,<15min,5-10h,No,False,True,False,False,False,True,True,False,Normal,High,Normal,Moderately,Moderately,Good,0,17.0,Failed
629,629,MS,F,Minor,R,GT3,T,Primary,Middle,other,other,course,mother,<15min,<2h,No,False,False,False,True,True,True,True,False,Normal,High,High,No,Moderately,Bad,4,8.0,Passed
302,302,GP,M,Major,R,GT3,T,Secondary,Middle,other,other,course,mother,<15min,5-10h,No,False,False,False,True,False,True,False,False,Excellent,Normal,Low,No,No,Normal,2,11.0,Failed
187,187,GP,F,Minor,U,GT3,T,Primary,Secondary,at_home,services,home,mother,<15min,2-5h,No,False,False,False,True,False,True,True,True,Excellent,Normal,High,No,No,Normal,0,13.0,Failed
166,166,GP,M,Major,U,GT3,T,Secondary,Middle,services,at_home,home,mother,<15min,<2h,No,False,True,False,False,True,False,True,True,Excellent,High,High,No,No,Good,6,10.0,Failed
156,156,GP,F,Minor,U,GT3,T,Primary,Primary,other,services,course,father,<15min,2-5h,No,False,True,False,False,True,True,True,False,Excellent,High,Low,No,Moderately,Good,0,12.0,Failed
304,304,GP,F,Major,U,GT3,T,Middle,Middle,at_home,services,home,mother,<15min,5-10h,No,False,True,False,True,True,True,True,True,Excellent,Normal,Normal,No,No,Normal,0,12.0,Failed
21,21,GP,M,Minor,U,GT3,T,Higher,Higher,health,health,other,father,<15min,<2h,No,False,True,True,False,True,True,True,False,Excellent,High,Low,No,No,Good,0,11.0,Failed
68,68,GP,F,Minor,R,LE3,T,Middle,Middle,health,services,reputation,mother,15-30min,2-5h,No,True,True,False,False,True,True,True,False,Excellent,Low,Normal,No,Moderately,Good,0,10.0,Failed
457,457,MS,M,Minor,R,LE3,T,Primary,Middle,at_home,services,reputation,mother,<15min,<2h,No,False,True,False,True,True,True,True,False,Excellent,High,High,A lot,A lot,Normal,4,10.0,Failed
630,630,MS,F,Major,R,LE3,T,Higher,Higher,other,other,reputation,mother,15-30min,5-10h,No,False,False,False,False,True,True,True,False,Excellent,High,High,No,No,Bad,0,16.0,Failed
93,93,GP,F,Minor,U,GT3,T,Higher,Middle,teacher,services,home,mother,15-30min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,Normal,Normal,No,No,Bad,2,13.0,Failed
480,480,MS,F,Major,U,GT3,T,Middle,Secondary,at_home,services,course,other,<15min,<2h,1-2,False,False,False,False,True,False,True,True,Excellent,High,High,No,No,Bad,0,9.0,Passed
644,644,MS,F,Major,R,GT3,T,Middle,Secondary,services,other,course,mother,<15min,5-10h,1-2,False,False,False,True,False,True,True,False,Excellent,High,Low,No,Moderately,Good,4,10.0,Failed
390,390,GP,F,Major,R,GT3,T,Middle,Middle,at_home,other,course,mother,15-30min,>10h,No,False,False,False,True,True,True,False,False,Excellent,High,High,No,No,Good,6,13.0,Failed
171,171,GP,M,Minor,R,GT3,T,Middle,Middle,at_home,other,course,mother,30min-1h,<2h,No,False,False,False,False,False,True,False,False,Excellent,Low,Low,No,Moderately,Normal,4,11.0,Failed
189,189,GP,M,Minor,U,LE3,T,Higher,Secondary,teacher,other,course,mother,15-30min,2-5h,No,False,False,False,True,True,True,True,False,Excellent,High,High,A lot,A lot,Good,0,10.0,Failed
389,389,GP,F,Major,U,LE3,T,Middle,Middle,other,other,home,other,<15min,2-5h,No,False,False,False,True,False,True,True,True,Excellent,Normal,Normal,No,No,Bad,0,10.0,Failed
384,384,GP,M,Major,R,GT3,T,Secondary,Middle,at_home,services,home,other,<15min,<2h,No,False,True,False,False,False,True,False,True,Excellent,Normal,High,Moderately,Moderately,Good,0,10.0,Failed
106,106,GP,F,Minor,U,GT3,T,Middle,Middle,other,other,course,mother,<15min,>10h,No,True,True,False,False,True,True,True,False,Excellent,Low,Low,No,No,Normal,4,10.0,Failed
520,520,MS,F,Minor,U,LE3,T,Primary,Primary,at_home,other,other,mother,30min-1h,2-5h,No,False,True,False,False,True,True,True,False,Excellent,Normal,Low,No,Moderately,Good,6,7.0,Passed
542,542,MS,F,Minor,U,GT3,T,Higher,Higher,teacher,services,course,mother,15-30min,5-10h,No,False,True,False,False,True,True,True,True,Excellent,Normal,High,No,A lot,Good,1,11.0,Failed
308,308,GP,F,Major,R,GT3,T,Higher,Higher,teacher,other,reputation,mother,15-30min,2-5h,No,False,False,False,True,True,True,True,False,Excellent,Normal,High,Moderately,Moderately,Good,8,11.0,Failed
335,335,GP,M,Major,U,LE3,A,Higher,Higher,teacher,teacher,reputation,mother,<15min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,High,Normal,No,No,Bad,0,17.0,Failed
283,283,GP,M,Minor,U,GT3,T,Secondary,Secondary,at_home,other,reputation,other,30min-1h,2-5h,1-2,True,True,False,False,False,True,True,False,Excellent,Normal,Normal,No,Moderately,Bad,4,10.0,Failed
5,5,GP,M,Minor,U,LE3,T,Higher,Secondary,services,other,reputation,mother,<15min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,High,Low,No,Moderately,Good,6,12.0,Failed
82,82,GP,F,Minor,U,LE3,T,Secondary,Middle,services,other,reputation,mother,<15min,2-5h,No,False,True,False,False,True,True,True,False,Excellent,High,High,No,No,Good,4,11.0,Failed
212,212,GP,F,Minor,U,GT3,T,Higher,Higher,services,teacher,home,mother,15-30min,<2h,1-2,False,True,False,False,True,True,True,False,Excellent,Low,High,Moderately,Moderately,Bad,30,15.0,Failed
235,235,GP,F,Minor,U,GT3,T,Primary,Primary,at_home,other,reputation,mother,<15min,5-10h,No,False,True,False,True,True,True,False,True,Excellent,Normal,High,No,No,Good,12,12.0,Failed
241,241,GP,M,Minor,U,LE3,T,Middle,Secondary,services,services,reputation,father,<15min,2-5h,No,False,True,False,False,False,True,True,False,Excellent,Normal,Normal,No,Moderately,Normal,0,10.0,Failed
624,624,MS,F,Minor,R,GT3,T,Primary,Primary,other,services,reputation,mother,30min-1h,<2h,1-2,False,True,False,False,True,True,True,True,Excellent,Low,Low,No,Moderately,Bad,0,8.0,Passed
452,452,MS,F,Minor,R,GT3,T,Middle,Middle,other,other,course,mother,30min-1h,2-5h,No,False,True,False,False,True,True,True,False,Excellent,High,High,No,No,Good,4,10.0,Failed
155,155,GP,M,Minor,U,GT3,T,Middle,Primary,other,other,home,mother,<15min,<2h,No,False,True,False,False,True,True,True,False,Excellent,High,High,No,Moderately,Good,22,7.0,Passed
113,113,GP,M,Minor,U,LE3,T,Higher,Middle,teacher,other,course,mother,<15min,<2h,No,False,False,False,False,True,True,True,False,Normal,High,Low,No,No,Normal,10,17.0,Failed
98,98,GP,F,Minor,U,GT3,T,Higher,Higher,other,other,reputation,mother,<15min,<2h,No,False,False,False,True,False,True,True,False,Excellent,Normal,High,No,Moderately,Bad,4,12.0,Failed
170,170,GP,F,Major,R,GT3,T,Primary,Primary,at_home,other,course,mother,30min-1h,<2h,>3,False,True,False,True,False,True,False,False,Excellent,Low,High,No,A lot,Good,6,10.0,Failed
422,422,GP,F,Major,U,GT3,T,Secondary,Middle,services,other,home,mother,<15min,2-5h,No,False,True,False,True,False,True,True,True,Normal,Low,Low,No,Moderately,Bad,4,12.0,Failed
333,333,GP,F,Minor,U,GT3,T,Primary,Primary,services,teacher,reputation,mother,<15min,5-10h,No,False,True,False,False,True,True,True,False,Excellent,Normal,Normal,No,No,Normal,0,13.0,Failed
430,430,MS,M,Minor,U,GT3,A,Primary,Middle,other,other,other,mother,<15min,5-10h,No,True,False,False,False,True,True,True,False,Excellent,High,Normal,No,No,Good,0,10.0,Failed
334,334,GP,M,Major,U,GT3,T,Middle,Primary,services,services,reputation,mother,<15min,5-10h,No,False,False,False,True,True,True,True,False,Excellent,Low,High,No,Moderately,Bad,0,14.0,Failed
193,193,GP,M,Minor,U,GT3,T,Higher,Secondary,other,other,course,mother,<15min,2-5h,No,False,True,True,True,True,True,True,True,Excellent,Low,Normal,No,No,Bad,4,11.0,Failed
589,589,MS,F,Minor,U,LE3,T,Primary,Middle,at_home,other,course,father,<15min,<2h,No,False,False,False,False,True,True,True,False,Excellent,High,Low,No,No,Normal,0,9.0,Passed
67,67,GP,F,Minor,U,GT3,T,Secondary,Primary,services,other,course,mother,<15min,>10h,No,True,True,False,False,True,True,True,False,Excellent,Normal,Normal,No,Moderately,Good,0,9.0,Passed
406,406,GP,F,Minor,U,GT3,T,Secondary,Primary,other,at_home,home,mother,<15min,<2h,1-2,False,True,True,False,True,True,True,True,Excellent,Low,Low,No,No,Normal,6,12.0,Failed
574,574,MS,M,Major,R,GT3,T,Primary,Primary,other,other,course,other,15-30min,<2h,1-2,False,True,False,False,True,False,True,True,Excellent,High,Normal,Moderately,A lot,Good,12,9.0,Passed
564,564,MS,M,Minor,R,GT3,T,Secondary,Middle,services,other,course,father,15-30min,<2h,No,False,False,False,False,True,True,True,False,Excellent,High,High,Moderately,Moderately,Good,2,10.0,Failed
600,600,MS,M,Minor,R,GT3,T,Primary,Primary,other,services,other,father,30min-1h,<2h,No,False,False,False,False,False,False,False,False,Excellent,Low,Normal,Moderately,A lot,Good,4,13.0,Failed
474,474,MS,M,Minor,R,LE3,T,Primary,Secondary,at_home,other,reputation,father,30min-1h,<2h,No,False,True,False,True,True,True,True,False,Excellent,Low,High,Moderately,A lot,Normal,2,10.0,Failed
566,566,MS,M,Major,R,GT3,T,Primary,Primary,services,other,course,other,15-30min,<2h,1-2,False,True,False,False,True,False,True,True,Excellent,Normal,Normal,Moderately,Moderately,Good,2,8.0,Passed
423,423,MS,F,Minor,U,GT3,T,Primary,Secondary,at_home,other,other,father,15-30min,<2h,No,False,True,False,False,True,False,True,True,Excellent,Normal,Normal,No,Moderately,Good,11,10.0,Failed
365,365,GP,F,Minor,U,GT3,A,Higher,Secondary,services,services,course,mother,<15min,2-5h,No,False,True,False,False,True,True,True,True,Excellent,Low,Low,No,Moderately,Good,14,15.0,Failed
318,318,GP,F,Major,R,GT3,A,Secondary,Middle,other,services,home,mother,15-30min,2-5h,No,False,False,False,False,False,False,True,True,Excellent,Low,Low,No,No,Good,15,10.0,Failed
356,356,GP,F,Minor,R,GT3,T,Higher,Higher,teacher,teacher,course,mother,<15min,<2h,No,False,False,False,True,True,True,True,False,Excellent,High,High,No,No,Good,2,16.0,Failed
507,507,MS,F,Minor,U,LE3,T,Primary,Primary,other,services,course,father,<15min,5-10h,No,False,True,False,False,True,True,False,True,Excellent,Normal,Normal,No,No,Normal,0,10.0,Failed
512,512,MS,F,Major,R,GT3,T,Primary,Primary,at_home,other,other,mother,<15min,2-5h,1-2,False,True,False,False,True,True,True,True,Excellent,Normal,Low,No,No,Good,9,7.0,Passed
197,197,GP,F,Minor,U,LE3,T,Secondary,Secondary,other,other,reputation,mother,<15min,2-5h,No,False,True,False,True,True,True,True,True,Excellent,Normal,Normal,Moderately,Moderately,Bad,32,13.0,Failed
53,53,GP,F,Minor,U,GT3,T,Higher,Higher,services,services,course,mother,<15min,<2h,No,True,True,False,False,True,True,True,False,Normal,Normal,High,Moderately,Moderately,Good,0,12.0,Failed
371,371,GP,F,Major,U,GT3,T,Middle,Middle,other,other,course,mother,<15min,<2h,No,False,True,False,True,True,True,True,True,Excellent,Normal,High,Moderately,A lot,Good,2,10.0,Failed
434,434,MS,F,Minor,U,LE3,A,Middle,Middle,at_home,other,reputation,mother,15-30min,>10h,No,False,False,False,True,False,False,False,True,Bad,Low,Low,No,No,Bad,4,10.0,Failed
184,184,GP,M,Minor,U,GT3,T,Secondary,Higher,other,other,course,father,30min-1h,<2h,1-2,False,True,False,True,False,True,True,False,Normal,High,High,Moderately,A lot,Bad,4,9.0,Passed
60,60,GP,F,Minor,R,GT3,T,Higher,Higher,health,teacher,other,mother,<15min,2-5h,No,False,True,False,True,True,True,False,False,Bad,High,High,Moderately,Moderately,Good,0,16.0,Failed
622,622,MS,M,Major,R,GT3,T,Primary,Secondary,at_home,other,course,mother,15-30min,2-5h,No,False,True,True,False,True,True,False,False,Normal,Normal,High,Moderately,A lot,Normal,0,9.0,Passed
472,472,MS,F,Minor,R,LE3,T,Middle,Middle,other,other,home,father,30min-1h,<2h,No,False,True,False,True,True,True,False,True,Excellent,Normal,Low,No,No,Good,0,14.0,Failed
482,482,MS,F,Minor,R,LE3,T,Primary,Primary,at_home,other,course,mother,15-30min,<2h,No,False,True,False,False,True,False,False,True,Excellent,Low,Low,No,Moderately,Good,0,9.0,Passed
598,598,MS,M,Major,U,LE3,T,Primary,Middle,at_home,services,home,mother,15-30min,<2h,No,False,True,False,False,False,True,False,False,Excellent,Low,High,A lot,A lot,Bad,8,10.0,Failed
147,147,GP,F,Minor,U,GT3,T,Higher,Higher,teacher,teacher,course,mother,15-30min,<2h,No,False,False,False,True,True,True,True,False,Excellent,Normal,Low,No,No,Good,6,13.0,Failed
129,129,GP,M,Minor,U,GT3,T,Middle,Secondary,other,other,course,mother,15-30min,5-10h,No,False,True,False,False,False,True,True,True,Normal,Low,Normal,Moderately,Moderately,Bad,4,12.0,Failed
359,359,GP,F,Minor,R,GT3,T,Secondary,Higher,at_home,services,course,father,<15min,5-10h,No,False,True,False,True,False,True,True,False,Excellent,Normal,High,Moderately,A lot,Good,2,15.0,Failed
541,541,MS,F,Minor,R,GT3,T,Middle,Middle,other,other,other,mother,15-30min,2-5h,No,True,False,True,False,True,True,False,False,Excellent,Low,Normal,No,No,Good,0,10.0,Failed
595,595,MS,M,Major,U,LE3,T,Higher,Higher,services,other,reputation,mother,<15min,<2h,No,False,True,False,True,True,True,True,False,Excellent,High,High,No,No,Good,3,17.0,Failed
393,393,GP,F,Major,U,LE3,T,Secondary,Secondary,services,services,home,mother,<15min,>10h,No,False,True,False,False,True,True,True,False,Excellent,Normal,Normal,No,No,Bad,4,14.0,Failed
116,116,GP,M,Minor,U,GT3,T,Higher,Higher,other,teacher,reputation,father,15-30min,2-5h,No,False,True,False,True,True,True,False,False,Excellent,High,Normal,No,No,Bad,4,15.0,Failed
46,46,GP,F,Minor,U,LE3,A,Secondary,Secondary,other,services,home,mother,<15min,2-5h,No,False,True,False,False,True,True,True,False,Bad,Normal,High,No,A lot,Normal,6,12.0,Failed
239,239,GP,F,Major,R,GT3,T,Secondary,Primary,other,other,reputation,mother,<15min,2-5h,No,False,False,False,True,True,True,True,True,Excellent,Normal,Normal,No,No,Good,4,8.0,Passed
645,645,MS,F,Major,U,LE3,T,Secondary,Primary,teacher,services,course,mother,<15min,2-5h,No,False,True,False,False,True,True,True,False,Excellent,Normal,High,No,No,Bad,4,15.0,Failed
623,623,MS,M,Major,U,LE3,T,Higher,Higher,teacher,services,other,mother,15-30min,5-10h,No,False,False,False,False,True,True,True,True,Excellent,Low,Low,Moderately,Moderately,Good,0,15.0,Failed
345,345,GP,F,Major,U,LE3,A,Higher,Higher,health,other,home,mother,<15min,2-5h,No,False,True,True,False,True,True,True,True,Excellent,Low,High,No,No,Good,0,14.0,Failed
242,242,GP,M,Major,U,LE3,T,Middle,Primary,at_home,other,course,mother,>1h,2-5h,No,True,True,False,True,True,True,True,True,Excellent,Normal,Low,A lot,A lot,Normal,2,10.0,Failed
314,314,GP,M,Minor,R,GT3,T,Primary,Middle,at_home,at_home,home,mother,<15min,2-5h,No,False,True,False,True,False,True,False,True,Normal,High,Low,Moderately,Moderately,Bad,2,17.0,Failed
151,151,GP,M,Minor,U,GT3,T,Higher,Higher,services,services,course,mother,<15min,5-10h,No,False,True,False,True,True,True,True,False,Excellent,Normal,Normal,No,Moderately,Good,0,13.0,Failed
229,229,GP,F,Minor,U,LE3,T,Secondary,Middle,other,other,reputation,mother,15-30min,2-5h,No,False,False,False,False,True,True,True,False,Excellent,High,High,No,Moderately,Bad,2,15.0,Failed
532,532,MS,M,Minor,U,GT3,T,Middle,Primary,health,services,other,mother,15-30min,2-5h,No,False,False,False,False,False,True,True,True,Excellent,Low,Low,No,A lot,Good,2,8.0,Passed
599,599,MS,M,Major,R,GT3,T,Higher,Higher,at_home,services,other,mother,30min-1h,<2h,No,False,True,True,True,True,True,True,True,Bad,High,High,No,No,Bad,5,13.0,Failed
150,150,GP,F,Minor,U,GT3,A,Secondary,Secondary,services,services,home,mother,<15min,2-5h,No,False,False,False,False,False,True,False,True,Bad,Normal,Low,Moderately,Moderately,Bad,24,8.0,Passed
127,127,GP,F,Major,U,GT3,T,None,Primary,at_home,other,course,other,<15min,2-5h,1-2,False,True,False,False,False,False,False,False,Normal,High,Low,No,No,Good,0,10.0,Failed
557,557,MS,F,Minor,R,GT3,T,Secondary,Primary,other,other,course,mother,15-30min,2-5h,>3,False,True,False,True,False,True,True,True,Excellent,High,High,No,No,Good,2,8.0,Passed
289,289,GP,F,Minor,U,LE3,T,Higher,Middle,teacher,services,reputation,mother,<15min,>10h,No,False,True,False,True,True,True,True,False,Excellent,Low,Normal,No,No,Good,2,15.0,Failed
431,431,MS,F,Minor,R,GT3,T,Secondary,Middle,at_home,other,course,father,<15min,2-5h,1-2,False,False,False,False,True,True,False,True,Excellent,High,High,No,Moderately,Good,0,10.0,Failed
237,237,GP,M,Major,U,GT3,T,Middle,Middle,other,other,home,mother,15-30min,2-5h,>3,False,True,True,False,True,True,True,False,Normal,Normal,Normal,A lot,A lot,Good,9,9.0,Passed
476,476,MS,F,Minor,R,LE3,T,Middle,Primary,other,other,home,mother,<15min,<2h,No,False,True,False,False,True,True,True,True,Excellent,High,Normal,No,No,Good,2,8.0,Passed
286,286,GP,M,Minor,R,GT3,T,Middle,Primary,other,other,course,mother,<15min,<2h,No,False,False,False,False,False,True,True,False,Excellent,High,Low,Moderately,A lot,Good,0,12.0,Failed
579,579,MS,M,Major,U,LE3,T,Primary,Secondary,at_home,services,course,mother,<15min,<2h,No,False,False,False,False,True,False,True,True,Excellent,Normal,Normal,Moderately,Moderately,Normal,0,9.0,Passed
319,319,GP,M,Major,U,GT3,T,Higher,Higher,teacher,services,home,mother,15-30min,<2h,No,False,False,False,True,True,True,True,False,Normal,Low,High,No,A lot,Normal,6,11.0,Failed
342,342,GP,F,Major,U,LE3,T,Higher,Secondary,other,other,home,other,15-30min,2-5h,No,False,True,False,False,True,True,True,True,Excellent,High,High,No,Moderately,Bad,0,13.0,Failed
