,Unnamed: 0,school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,Grade,Passed
279,279,GP,M,Major,U,LE3,T,Higher,Secondary,teacher,services,course,mother,15-30min,<2h,No,False,False,True,True,True,True,True,False,Excellent,Low,Normal,No,Moderately,Bad,8,10.0,Failed
191,191,GP,F,Minor,U,GT3,T,Primary,Primary,at_home,services,course,mother,<15min,2-5h,No,False,False,False,True,True,True,True,False,Excellent,Normal,Normal,No,No,Normal,0,8.0,Passed
223,223,GP,M,Major,U,GT3,T,Middle,Middle,other,other,home,mother,15-30min,2-5h,No,False,True,True,False,True,True,True,False,Normal,Normal,Normal,A lot,A lot,Good,0,12.0,Failed
376,376,MS,F,Major,U,GT3,T,Higher,Middle,health,other,course,other,15-30min,5-10h,1-2,False,True,True,False,False,True,True,True,Excellent,High,Normal,No,No,Normal,4,14.0,Failed
197,197,GP,M,Minor,R,LE3,T,Secondary,Secondary,teacher,other,home,father,30min-1h,<2h,No,False,True,True,True,True,True,True,False,Normal,Normal,High,Moderately,A lot,Normal,8,9.0,Passed
319,319,GP,F,Major,U,GT3,T,Higher,Higher,teacher,other,course,mother,<15min,2-5h,No,False,True,True,False,True,True,True,False,Excellent,High,High,Moderately,Moderately,Good,2,11.0,Failed
169,169,GP,F,Minor,U,GT3,T,Higher,Higher,health,health,reputation,mother,<15min,2-5h,No,False,True,True,False,True,True,True,True,Excellent,High,Low,No,No,Normal,0,14.0,Failed
167,167,GP,F,Minor,U,GT3,T,Higher,Middle,health,services,home,father,<15min,2-5h,No,False,False,True,False,True,True,True,True,Excellent,Low,Normal,No,No,Normal,0,15.0,Failed
277,277,GP,M,Major,U,GT3,T,Higher,Higher,teacher,services,home,mother,15-30min,<2h,No,False,False,True,True,True,True,True,False,Normal,Low,High,No,A lot,Normal,22,9.0,Passed
141,141,GP,M,Minor,U,LE3,T,Middle,Middle,services,services,reputation,father,15-30min,<2h,1-2,False,True,False,True,True,True,True,False,Bad,Normal,Normal,Moderately,Moderately,Bad,8,9.0,Passed
173,173,GP,F,Minor,U,GT3,T,Primary,Secondary,at_home,services,home,mother,<15min,2-5h,>3,False,False,False,True,False,True,True,True,Excellent,Normal,High,No,No,Normal,0,5.0,Passed
303,303,GP,F,Minor,U,GT3,T,Secondary,Middle,health,health,reputation,father,<15min,>10h,No,False,True,True,True,False,True,True,False,Excellent,Low,Low,No,Moderately,Good,0,17.0,Failed
325,325,GP,M,Major,U,GT3,T,Higher,Higher,other,other,course,mother,<15min,5-10h,No,False,False,False,True,True,True,True,False,Excellent,Normal,Normal,Moderately,Moderately,Normal,3,10.0,Failed
120,120,GP,F,Minor,U,GT3,T,Primary,Middle,at_home,services,course,mother,<15min,2-5h,No,False,False,False,False,False,True,True,False,Normal,Low,Normal,No,Moderately,Bad,2,15.0,Failed
384,384,MS,M,Major,R,GT3,T,Higher,Middle,other,other,home,father,15-30min,<2h,1-2,False,False,True,False,True,True,False,False,Excellent,High,Normal,A lot,Moderately,Normal,14,5.0,Passed
365,365,MS,M,Major,R,GT3,T,Primary,Secondary,at_home,other,course,mother,15-30min,2-5h,No,False,True,True,False,True,True,False,False,Normal,Normal,High,Moderately,A lot,Normal,4,10.0,Failed
146,146,GP,F,Minor,U,GT3,T,Secondary,Middle,health,services,home,father,<15min,2-5h,>3,False,True,False,False,True,True,True,False,Normal,Normal,Low,No,No,Normal,0,4.0,Passed
160,160,GP,M,Minor,R,LE3,T,Middle,Primary,at_home,other,course,mother,15-30min,<2h,1-2,False,False,False,True,True,False,True,True,Normal,Normal,Low,Moderately,Moderately,Good,0,4.0,Passed
26,26,GP,M,Minor,U,GT3,T,Middle,Middle,other,other,home,mother,<15min,<2h,No,False,True,True,False,True,True,True,False,Excellent,Low,Low,No,Moderately,Good,2,11.0,Failed
142,142,GP,F,Minor,U,GT3,T,Higher,Higher,teacher,services,course,mother,<15min,5-10h,No,False,True,True,True,True,True,True,False,Excellent,Low,Low,No,No,Good,2,10.0,Failed
185,185,GP,M,Minor,U,GT3,T,Secondary,Secondary,services,services,other,mother,<15min,2-5h,No,False,True,False,True,True,True,True,True,Excellent,Normal,High,Moderately,Moderately,Good,12,11.0,Failed
133,133,GP,F,Minor,U,GT3,A,Secondary,Higher,services,other,course,father,<15min,<2h,No,False,False,False,False,True,True,True,False,Normal,Low,Low,No,A lot,Good,16,11.0,Failed
203,203,GP,F,Minor,R,GT3,T,Middle,Middle,other,other,reputation,mother,<15min,<2h,No,False,True,False,False,True,True,True,False,Excellent,Normal,Low,No,Moderately,Normal,18,6.0,Passed
15,15,GP,F,Minor,U,GT3,T,Higher,Higher,health,other,home,mother,<15min,<2h,No,False,True,False,False,True,True,True,False,Excellent,High,High,No,Moderately,Bad,4,14.0,Failed
126,126,GP,F,Minor,U,LE3,A,Secondary,Higher,other,other,home,mother,<15min,2-5h,No,True,False,False,True,True,True,True,True,Excellent,Normal,Low,No,No,Bad,0,9.0,Passed
7,7,GP,F,Minor,U,GT3,A,Higher,Higher,other,teacher,home,mother,15-30min,2-5h,No,True,True,False,False,True,True,False,False,Excellent,Low,High,No,No,Bad,6,5.0,Passed
36,36,GP,M,Minor,U,LE3,T,Higher,Secondary,teacher,services,home,mother,<15min,5-10h,No,False,True,False,True,True,True,True,False,Excellent,High,Normal,No,No,Good,2,16.0,Failed
181,181,GP,M,Minor,U,GT3,T,Secondary,Secondary,services,other,home,mother,<15min,2-5h,No,False,False,True,True,True,True,True,True,Excellent,Low,Normal,No,Moderately,Normal,2,12.0,Failed
357,357,MS,F,Minor,U,LE3,A,Secondary,Middle,services,other,reputation,mother,15-30min,2-5h,No,False,False,False,False,True,True,False,True,Bad,Low,Normal,No,Moderately,Good,2,11.0,Failed
257,257,GP,M,Major,U,LE3,A,Higher,Secondary,services,at_home,reputation,mother,<15min,2-5h,No,False,True,False,False,True,True,True,False,Excellent,Normal,Low,No,No,Bad,12,11.0,Failed
281,281,GP,M,Minor,U,LE3,A,Secondary,Middle,teacher,services,home,mother,<15min,<2h,1-2,False,False,False,False,True,True,True,False,Excellent,High,High,Moderately,A lot,Normal,19,10.0,Failed
231,231,GP,M,Minor,R,GT3,T,Middle,Middle,other,other,course,father,15-30min,2-5h,No,False,True,True,True,True,True,True,False,Excellent,High,Low,No,No,Bad,4,11.0,Failed
77,77,GP,F,Minor,U,GT3,T,Middle,Middle,other,other,reputation,mother,<15min,>10h,No,False,False,True,False,True,True,True,True,Excellent,Low,Normal,No,Moderately,Normal,0,11.0,Failed
239,239,GP,M,Major,U,GT3,T,Middle,Middle,other,services,reputation,father,<15min,2-5h,1-2,False,False,False,False,True,False,True,False,Excellent,High,High,Moderately,A lot,Bad,0,4.0,Passed
153,153,GP,M,Major,U,GT3,T,Secondary,Middle,services,at_home,home,mother,<15min,<2h,>3,False,True,False,False,True,False,True,True,Excellent,High,High,No,No,Good,0,1.0,Passed
180,180,GP,M,Minor,U,GT3,T,Higher,Secondary,teacher,other,home,mother,<15min,2-5h,No,False,True,True,True,True,True,True,False,Normal,High,Normal,Moderately,Moderately,Normal,10,8.0,Passed
112,112,GP,F,Minor,U,GT3,T,Middle,Middle,at_home,other,home,mother,<15min,2-5h,1-2,True,False,False,True,True,True,True,False,Normal,Low,Low,No,No,Good,6,12.0,Failed
46,46,GP,F,Minor,U,LE3,A,Secondary,Secondary,other,services,home,mother,<15min,2-5h,No,False,True,False,False,True,True,True,False,Bad,Normal,High,No,A lot,Normal,12,11.0,Failed
364,364,MS,F,Minor,R,GT3,T,Primary,Middle,other,services,course,father,15-30min,2-5h,No,False,False,False,False,False,True,False,False,Normal,Low,Low,No,Moderately,Normal,0,11.0,Failed
119,119,GP,M,Minor,U,GT3,T,Secondary,Higher,other,other,reputation,father,<15min,<2h,No,False,False,False,False,True,True,True,False,Normal,High,Normal,No,Moderately,Good,6,13.0,Failed
371,371,MS,M,Major,R,LE3,T,Primary,Middle,at_home,services,other,father,30min-1h,<2h,No,False,True,True,True,True,False,True,True,Excellent,Normal,Normal,Moderately,Moderately,Normal,3,12.0,Failed
207,207,GP,F,Minor,U,GT3,T,Higher,Secondary,teacher,other,other,mother,<15min,2-5h,No,False,False,True,True,True,True,True,True,Bad,Normal,Low,No,No,Bad,10,12.0,Failed
21,21,GP,M,Minor,U,GT3,T,Higher,Higher,health,health,other,father,<15min,<2h,No,False,True,True,False,True,True,True,False,Excellent,High,Low,No,No,Good,0,14.0,Failed
168,168,GP,F,Minor,U,GT3,T,Middle,Middle,other,other,home,mother,<15min,2-5h,No,False,True,True,False,False,True,True,False,Excellent,Low,High,No,No,Good,0,4.0,Passed
200,200,GP,F,Minor,U,GT3,T,Higher,Secondary,health,other,home,mother,<15min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,Normal,High,No,A lot,Bad,2,16.0,Failed
45,45,GP,F,Minor,U,LE3,A,Higher,Secondary,other,other,course,mother,<15min,2-5h,No,True,True,True,True,True,True,True,True,Excellent,Low,Low,No,No,Good,8,7.0,Passed
262,262,GP,M,Major,R,GT3,T,Secondary,Middle,other,other,course,mother,<15min,5-10h,No,False,False,False,True,False,True,False,False,Excellent,Normal,Low,No,No,Normal,1,12.0,Failed
195,195,GP,F,Minor,U,LE3,T,Middle,Higher,services,services,course,father,<15min,2-5h,No,False,False,False,True,True,True,True,True,Excellent,Normal,Low,No,No,Good,0,14.0,Failed
362,362,MS,F,Major,U,GT3,T,Secondary,Secondary,services,services,other,mother,15-30min,2-5h,No,False,True,False,False,True,True,True,True,Excellent,Normal,Low,No,Moderately,Normal,0,10.0,Failed
328,328,GP,F,Minor,U,GT3,T,Higher,Higher,teacher,services,course,mother,<15min,5-10h,No,False,True,True,True,True,True,True,False,Excellent,High,High,No,Moderately,Good,7,9.0,Passed
179,179,GP,M,Minor,U,GT3,T,Higher,Secondary,other,other,course,mother,<15min,2-5h,No,False,True,False,True,True,True,True,True,Excellent,Low,Normal,No,No,Bad,4,10.0,Failed
346,346,GP,M,Major,R,GT3,T,Higher,Secondary,teacher,services,course,mother,<15min,5-10h,No,False,False,False,False,True,True,True,True,Excellent,Normal,Low,No,Moderately,Good,9,15.0,Failed
114,114,GP,M,Minor,R,GT3,T,Middle,Primary,health,services,reputation,mother,<15min,2-5h,No,False,False,False,True,True,True,True,True,Excellent,High,Low,No,No,Good,8,9.0,Passed
59,59,GP,F,Minor,U,GT3,T,Higher,Middle,services,other,course,mother,<15min,2-5h,No,False,True,False,False,True,True,True,False,Excellent,Low,Normal,No,No,Good,2,15.0,Failed
255,255,GP,M,Minor,U,LE3,T,Primary,Primary,health,other,course,mother,15-30min,<2h,1-2,False,True,False,True,True,True,True,False,Excellent,High,High,No,Moderately,Good,2,8.0,Passed
323,323,GP,F,Minor,U,GT3,T,Secondary,Primary,services,services,course,father,<15min,5-10h,No,False,True,False,False,False,True,True,False,Normal,High,Normal,Moderately,Moderately,Good,1,13.0,Failed
336,336,GP,F,Major,R,GT3,A,Secondary,Primary,services,at_home,home,other,<15min,5-10h,1-2,False,False,True,False,True,True,False,False,Excellent,High,Normal,No,Moderately,Good,12,13.0,Failed
258,258,GP,M,Major,U,GT3,T,Middle,Primary,other,other,home,mother,<15min,2-5h,No,False,False,False,True,True,True,True,False,Excellent,Low,High,No,Moderately,Good,8,14.0,Failed
75,75,GP,M,Minor,U,GT3,T,Higher,Secondary,teacher,other,home,mother,<15min,2-5h,No,False,True,True,True,True,True,True,False,Excellent,Normal,Normal,Moderately,Moderately,Good,6,9.0,Passed
352,352,MS,M,Major,U,LE3,T,Primary,Secondary,at_home,services,course,mother,<15min,<2h,1-2,False,False,False,False,True,False,True,True,Excellent,Normal,Normal,Moderately,Moderately,Normal,7,7.0,Passed
226,226,GP,F,Minor,U,GT3,T,Secondary,Middle,other,other,course,mother,<15min,2-5h,No,False,False,False,True,False,True,True,False,Excellent,Normal,High,No,Moderately,Normal,10,15.0,Failed
123,123,GP,M,Minor,U,GT3,T,Higher,Higher,health,other,course,mother,<15min,<2h,No,False,True,False,True,True,True,True,False,Normal,High,High,No,A lot,Good,18,12.0,Failed
135,135,GP,F,Minor,U,GT3,T,Higher,Higher,services,at_home,course,mother,<15min,5-10h,No,False,True,False,True,True,True,True,True,Excellent,Normal,Normal,No,No,Good,0,3.0,Passed
347,347,GP,M,Major,U,GT3,T,Higher,Secondary,teacher,other,course,mother,<15min,5-10h,No,False,True,True,False,True,True,True,True,Excellent,High,High,Moderately,Moderately,Good,0,9.0,Passed
393,393,MS,M,Major,R,LE3,T,Secondary,Middle,services,other,course,mother,30min-1h,<2h,No,False,False,False,False,False,True,True,False,Excellent,High,Low,Moderately,A lot,Good,0,11.0,Failed
342,342,GP,M,Major,U,LE3,T,Secondary,Higher,services,other,home,mother,<15min,2-5h,No,False,False,False,True,True,True,True,True,Excellent,Normal,Normal,No,Moderately,Good,11,15.0,Failed
4,4,GP,F,Minor,U,GT3,T,Secondary,Secondary,other,other,home,father,<15min,2-5h,No,False,True,True,False,True,True,False,False,Excellent,Normal,Low,No,Moderately,Good,4,8.0,Passed
331,331,GP,F,Minor,R,GT3,T,Middle,Higher,at_home,other,course,father,<15min,5-10h,No,False,True,False,False,True,True,True,True,Excellent,High,Normal,No,No,Good,7,13.0,Failed
351,351,MS,M,Minor,U,GT3,T,Secondary,Secondary,health,other,course,mother,15-30min,2-5h,No,False,True,True,False,True,True,True,False,Excellent,High,High,Moderately,Moderately,Normal,2,13.0,Failed
39,39,GP,F,Minor,R,GT3,T,Middle,Middle,at_home,other,reputation,mother,<15min,<2h,No,True,True,True,True,True,True,False,False,Excellent,Normal,Low,No,No,Bad,8,13.0,Failed
356,356,MS,F,Minor,R,GT3,T,Higher,Higher,teacher,services,other,father,15-30min,2-5h,No,False,True,True,True,True,True,True,False,Excellent,Normal,Normal,No,Moderately,Good,4,12.0,Failed
151,151,GP,M,Minor,U,LE3,T,Middle,Primary,at_home,other,course,mother,<15min,<2h,1-2,False,False,False,True,True,True,False,True,Excellent,High,High,Moderately,A lot,Good,6,13.0,Failed
115,115,GP,M,Minor,U,GT3,T,Higher,Higher,teacher,teacher,course,father,<15min,2-5h,No,False,True,False,True,True,True,True,False,Excellent,High,High,No,Moderately,Good,2,15.0,Failed
285,285,GP,M,Minor,U,GT3,T,Primary,Primary,other,other,reputation,father,<15min,2-5h,No,False,False,True,False,False,True,True,False,Excellent,Normal,Normal,No,Moderately,Good,2,11.0,Failed
341,341,GP,M,Major,U,GT3,T,Higher,Higher,teacher,services,home,father,<15min,2-5h,1-2,False,True,False,True,True,True,True,False,Excellent,Normal,Normal,Moderately,Moderately,Bad,0,6.0,Passed
240,240,GP,M,Minor,U,LE3,T,Higher,Secondary,health,other,course,mother,15-30min,2-5h,No,False,False,False,True,True,True,True,True,Bad,High,High,No,A lot,Good,14,12.0,Failed
222,222,GP,F,Minor,U,GT3,T,Middle,Secondary,services,teacher,other,mother,<15min,2-5h,No,True,False,False,False,True,True,True,False,Bad,Normal,Low,No,No,Normal,2,16.0,Failed
329,329,GP,F,Minor,U,GT3,T,Higher,Higher,teacher,teacher,course,mother,15-30min,5-10h,No,False,True,True,False,False,True,True,True,Excellent,Normal,Normal,No,Moderately,Good,4,14.0,Failed
219,219,GP,F,Minor,U,GT3,T,Middle,Middle,at_home,at_home,course,mother,<15min,5-10h,No,False,True,True,True,True,True,True,False,Excellent,Normal,Normal,No,No,Good,4,9.0,Passed
30,30,GP,M,Minor,U,GT3,T,Higher,Higher,health,services,home,mother,<15min,2-5h,No,False,True,True,False,False,True,True,False,Excellent,High,Low,Moderately,A lot,Good,0,10.0,Failed
353,353,MS,M,Major,R,GT3,T,Primary,Primary,other,other,home,other,30min-1h,<2h,1-2,False,True,False,False,True,True,True,False,Excellent,High,High,Moderately,Moderately,Good,4,8.0,Passed
334,334,GP,F,Major,R,GT3,T,Middle,Middle,at_home,other,course,mother,15-30min,>10h,No,False,False,False,True,True,True,False,False,Excellent,High,High,No,No,Good,0,6.0,Passed
176,176,GP,F,Minor,U,GT3,T,Middle,Middle,services,other,reputation,mother,15-30min,2-5h,No,False,False,True,True,False,True,True,False,Normal,High,High,No,A lot,Good,2,12.0,Failed
339,339,GP,F,Minor,R,GT3,A,Secondary,Middle,other,other,home,mother,<15min,2-5h,No,False,True,True,False,True,True,True,False,Excellent,Normal,Normal,Moderately,Moderately,Bad,4,9.0,Passed
150,150,GP,M,Major,U,LE3,T,Primary,Primary,other,other,course,mother,<15min,<2h,>3,False,False,False,False,True,False,True,True,Bad,Normal,High,Moderately,A lot,Good,0,3.0,Passed
67,67,GP,F,Minor,U,GT3,T,Secondary,Primary,services,other,course,mother,<15min,>10h,No,True,True,True,False,True,True,True,False,Excellent,Normal,Normal,No,Moderately,Good,4,6.0,Passed
248,248,GP,M,Major,R,LE3,T,Secondary,Secondary,other,services,course,mother,<15min,2-5h,1-2,False,True,False,False,True,True,True,True,Excellent,Normal,Normal,No,Moderately,Good,8,4.0,Passed
136,136,GP,M,Minor,R,GT3,T,Secondary,Higher,at_home,other,course,mother,30min-1h,2-5h,No,False,False,False,False,True,True,False,False,Excellent,High,High,Moderately,A lot,Good,0,3.0,Passed
175,175,GP,M,Minor,U,LE3,T,Higher,Secondary,teacher,other,course,mother,15-30min,2-5h,No,False,False,True,True,True,True,True,False,Excellent,High,High,A lot,A lot,Good,4,9.0,Passed
234,234,GP,M,Minor,U,LE3,T,Primary,Primary,other,other,home,mother,15-30min,2-5h,No,False,True,True,False,True,True,True,False,Normal,High,Low,No,No,Good,18,7.0,Passed
259,259,GP,F,Minor,U,LE3,T,Middle,Middle,services,services,course,father,<15min,>10h,No,False,False,True,True,True,True,True,True,Normal,High,Low,No,No,Bad,0,6.0,Passed
166,166,GP,M,Minor,U,GT3,T,Middle,Middle,other,other,course,father,<15min,2-5h,No,False,False,False,False,True,False,True,False,Excellent,Normal,High,Moderately,A lot,Good,4,10.0,Failed
27,27,GP,M,Minor,U,GT3,T,Higher,Middle,health,services,other,mother,<15min,<2h,No,False,False,True,False,True,True,True,False,Bad,Low,High,Moderately,A lot,Bad,4,15.0,Failed
69,69,GP,F,Minor,R,LE3,T,Secondary,Primary,other,other,reputation,father,15-30min,>10h,No,False,True,False,False,False,True,True,False,Excellent,High,Low,Moderately,Moderately,Normal,12,16.0,Failed
333,333,GP,F,Major,U,LE3,T,Middle,Middle,other,other,home,other,<15min,2-5h,No,False,False,False,True,False,True,True,True,Excellent,Normal,Normal,No,No,Bad,0,5.0,Passed
253,253,GP,M,Minor,R,GT3,T,Middle,Primary,other,other,course,mother,15-30min,<2h,No,False,False,False,True,False,True,False,False,Normal,Normal,Low,No,Moderately,Normal,0,8.0,Passed
127,127,GP,F,Major,U,GT3,T,None,Primary,at_home,other,course,other,<15min,2-5h,>3,False,True,False,False,False,False,False,False,Normal,High,Low,No,No,Good,2,8.0,Passed
256,256,GP,F,Minor,U,LE3,T,Higher,Middle,teacher,services,reputation,mother,<15min,>10h,No,False,True,True,True,True,True,True,False,Excellent,Low,Normal,No,No,Good,6,13.0,Failed
217,217,GP,M,Major,U,LE3,T,Secondary,Secondary,services,health,home,father,<15min,2-5h,1-2,False,True,True,False,True,True,True,False,Normal,Low,High,Moderately,A lot,Good,13,6.0,Passed
360,360,MS,F,Major,R,LE3,A,Primary,Higher,at_home,other,course,mother,30min-1h,2-5h,No,False,False,False,False,True,True,False,True,Excellent,Normal,High,No,A lot,Good,0,13.0,Failed
183,183,GP,F,Minor,U,LE3,T,Secondary,Secondary,other,other,reputation,mother,<15min,2-5h,No,False,True,False,True,True,True,True,True,Excellent,Normal,Normal,Moderately,Moderately,Bad,56,8.0,Passed
298,298,GP,F,Major,U,GT3,T,Higher,Secondary,other,other,reputation,father,<15min,>10h,No,False,True,True,False,True,True,True,False,Excellent,Normal,Normal,No,No,Normal,0,13.0,Failed
40,40,GP,F,Minor,U,LE3,T,Middle,Middle,other,other,home,mother,15-30min,2-5h,1-2,False,True,False,True,False,True,True,True,Normal,Normal,Normal,No,Moderately,Normal,25,9.0,Passed
89,89,GP,M,Minor,U,LE3,A,Higher,Higher,teacher,health,reputation,mother,<15min,2-5h,No,False,True,False,False,True,True,False,False,Excellent,Low,Normal,Moderately,A lot,Good,18,7.0,Passed
65,65,GP,F,Minor,U,LE3,T,Higher,Secondary,teacher,services,course,mother,30min-1h,2-5h,No,False,True,False,True,True,True,True,False,Excellent,High,Normal,No,Moderately,Bad,2,15.0,Failed
206,206,GP,F,Minor,U,GT3,A,Secondary,Primary,services,other,course,mother,<15min,2-5h,>3,False,True,True,False,True,True,True,False,Bad,Normal,Normal,Moderately,Moderately,Good,5,7.0,Passed
14,14,GP,M,Minor,U,GT3,A,Middle,Middle,other,other,home,other,<15min,5-10h,No,False,True,False,False,True,True,True,True,Excellent,High,Low,No,No,Normal,0,15.0,Failed
76,76,GP,M,Minor,U,GT3,T,Higher,None,teacher,other,course,mother,15-30min,>10h,No,False,False,False,True,True,True,True,False,Normal,High,Normal,No,No,Bad,8,10.0,Failed
354,354,MS,M,Minor,R,GT3,T,Higher,Secondary,services,other,home,mother,15-30min,2-5h,No,False,True,True,True,False,True,True,True,Excellent,High,High,No,Moderately,Bad,4,11.0,Failed
164,164,GP,M,Minor,R,LE3,T,Primary,Primary,other,services,course,mother,>1h,2-5h,>3,False,False,False,True,True,False,False,True,Excellent,Normal,High,No,A lot,Good,0,6.0,Passed
125,125,GP,M,Minor,U,GT3,T,Secondary,Higher,services,services,home,father,<15min,<2h,No,True,False,False,False,True,True,True,False,Excellent,High,High,Moderately,Moderately,Good,0,12.0,Failed
5,5,GP,M,Minor,U,LE3,T,Higher,Secondary,services,other,reputation,mother,<15min,2-5h,No,False,True,True,True,True,True,True,False,Excellent,High,Low,No,Moderately,Good,10,15.0,Failed
79,79,GP,F,Minor,U,GT3,T,Secondary,Higher,at_home,other,course,mother,<15min,2-5h,No,False,True,False,False,True,True,True,False,Bad,High,Normal,No,Moderately,Normal,12,5.0,Passed
300,300,GP,F,Major,U,LE3,A,Higher,Higher,health,other,home,mother,<15min,2-5h,No,False,True,False,False,True,True,True,True,Excellent,Low,High,No,No,Good,14,11.0,Failed
260,260,GP,F,Major,U,GT3,T,Higher,Secondary,services,other,home,father,<15min,2-5h,No,False,True,True,False,True,True,True,True,Normal,Low,Low,No,Moderately,Bad,21,17.0,Failed
110,110,GP,M,Minor,U,LE3,A,Higher,Higher,teacher,teacher,course,mother,<15min,<2h,No,False,False,False,True,True,True,True,False,Excellent,High,Normal,No,No,Good,6,18.0,Failed
156,156,GP,M,Minor,R,LE3,T,Primary,Middle,other,other,reputation,mother,<15min,<2h,No,False,False,False,False,True,True,False,False,Bad,Low,Low,Moderately,Moderately,Good,8,13.0,Failed
186,186,GP,M,Minor,U,GT3,T,Primary,Middle,services,services,other,mother,<15min,<2h,No,False,True,True,True,True,True,True,True,Normal,Normal,Normal,No,Moderately,Normal,2,11.0,Failed
17,17,GP,F,Minor,U,GT3,T,Secondary,Secondary,other,other,reputation,mother,30min-1h,2-5h,No,True,True,False,True,True,True,False,False,Excellent,Normal,Low,No,No,Good,4,9.0,Passed
291,291,GP,F,Minor,U,GT3,T,Higher,Secondary,health,services,reputation,mother,<15min,5-10h,No,False,True,True,False,True,True,True,False,Excellent,Low,Low,No,Moderately,Normal,0,15.0,Failed
74,74,GP,F,Minor,U,GT3,T,Secondary,Secondary,other,services,home,mother,<15min,2-5h,No,True,True,True,True,True,True,True,False,Excellent,Normal,Normal,Moderately,A lot,Good,54,11.0,Failed
201,201,GP,F,Minor,U,GT3,T,Middle,Secondary,other,other,reputation,mother,<15min,2-5h,No,True,True,True,True,True,True,False,False,Excellent,High,Normal,No,Moderately,Good,6,9.0,Passed
177,177,GP,M,Minor,U,GT3,T,Secondary,Secondary,other,other,reputation,father,<15min,2-5h,No,False,False,False,True,False,True,True,False,Excellent,Normal,High,No,A lot,Good,4,5.0,Passed
84,84,GP,F,Minor,U,GT3,T,Primary,Primary,other,other,home,father,<15min,2-5h,No,False,True,False,True,False,True,True,False,Excellent,Normal,Low,Moderately,Moderately,Good,2,9.0,Passed
18,18,GP,M,Minor,U,GT3,T,Secondary,Middle,services,services,course,mother,<15min,<2h,>3,False,True,False,True,True,True,True,False,Excellent,High,High,Moderately,A lot,Good,16,5.0,Passed
394,394,MS,M,Major,U,LE3,T,Primary,Primary,other,at_home,course,father,<15min,<2h,No,False,False,False,False,True,True,True,False,Normal,Low,Normal,Moderately,Moderately,Good,5,8.0,Passed
326,326,GP,M,Minor,U,GT3,T,Secondary,Secondary,other,services,reputation,mother,<15min,<2h,No,False,False,False,True,False,True,True,False,Excellent,Normal,High,Moderately,A lot,Good,3,15.0,Failed
270,270,GP,F,Major,U,GT3,T,Secondary,Secondary,other,services,home,other,<15min,2-5h,1-2,False,True,True,True,True,True,True,False,Excellent,Normal,High,Moderately,Moderately,Good,15,9.0,Passed
245,245,GP,M,Minor,U,GT3,T,Middle,Primary,other,other,course,mother,30min-1h,<2h,No,False,False,False,False,True,True,True,False,Excellent,Normal,Normal,No,No,Good,6,18.0,Failed
348,348,GP,F,Minor,U,GT3,T,Higher,Secondary,health,other,reputation,mother,<15min,5-10h,No,False,True,True,True,True,True,True,True,Excellent,High,Normal,No,Moderately,Good,0,14.0,Failed
82,82,GP,F,Minor,U,LE3,T,Secondary,Middle,services,other,reputation,mother,<15min,2-5h,No,False,True,True,False,True,True,True,False,Excellent,High,High,No,No,Good,10,6.0,Passed
178,178,GP,M,Minor,R,GT3,T,Higher,Middle,teacher,services,other,mother,<15min,<2h,No,False,True,False,True,True,True,True,True,Excellent,Normal,Normal,Moderately,A lot,Normal,10,9.0,Passed
391,391,MS,M,Minor,U,LE3,T,Secondary,Primary,services,services,course,mother,15-30min,<2h,No,False,False,False,False,False,True,True,False,Bad,High,High,Moderately,A lot,Bad,3,15.0,Failed
88,88,GP,M,Minor,U,GT3,T,Middle,Middle,services,other,reputation,father,15-30min,2-5h,1-2,False,False,True,True,False,True,True,False,Excellent,High,Low,No,No,Normal,12,10.0,Failed
158,158,GP,M,Minor,R,GT3,T,Middle,Middle,at_home,other,course,mother,30min-1h,<2h,No,False,False,False,False,False,True,False,False,Excellent,Low,Low,No,Moderately,Normal,2,15.0,Failed
387,387,MS,F,Major,R,GT3,T,Middle,Secondary,services,other,course,mother,<15min,5-10h,1-2,False,False,False,True,False,True,True,False,Excellent,High,Low,No,Moderately,Good,0,4.0,Passed
225,225,GP,F,Major,R,GT3,T,Secondary,Primary,other,other,reputation,mother,<15min,2-5h,1-2,False,False,False,True,True,True,True,True,Excellent,Normal,Normal,No,No,Good,16,8.0,Passed
154,154,GP,F,Minor,U,GT3,T,Higher,Higher,other,teacher,course,mother,<15min,<2h,No,True,True,False,False,True,True,False,True,Excellent,Low,Low,No,No,Good,0,11.0,Failed
157,157,GP,F,Major,R,GT3,T,Primary,Primary,at_home,other,course,mother,30min-1h,<2h,>3,False,True,False,True,False,True,False,False,Excellent,Low,High,No,A lot,Good,6,9.0,Passed
272,272,GP,F,Major,U,LE3,T,Primary,Primary,other,other,home,mother,15-30min,2-5h,No,False,True,True,False,False,True,False,False,Excellent,High,Normal,No,No,Normal,2,11.0,Failed
202,202,GP,F,Minor,U,GT3,T,Primary,Primary,other,other,course,mother,<15min,2-5h,No,False,True,True,False,False,True,False,False,Excellent,High,High,No,Moderately,Bad,4,9.0,Passed
251,251,GP,M,Minor,U,GT3,T,Secondary,Secondary,at_home,other,reputation,other,30min-1h,2-5h,No,True,True,False,False,False,True,True,False,Excellent,Normal,Normal,No,Moderately,Bad,6,9.0,Passed
